0	0
106	5.0
197	4.0
300	2.0
395	0
506	12.0
605	3.0
709	0
806	4.0
906	0
1009	0
1102	10.0
1197	8.0
1296	5.0
1389	2.0
1489	0
1586	10.4
1687	8.0
1777	5.0
1877	6.0
1975	5.0
2080	7.0
2171	4.0
2271	3.0
2424	3.0
2519	3.4
2617	7.5
2711	10.0
2805	2.0
2905	9.0
3009	11.0
3112	9.0
3195	8.0
3289	2.0
3393	20.0
3491	3.0
3598	14.0
3701	0
3794	0
3894	7.0
4001	0
4095	3.0
4188	0
4290	24.0
4391	6.0
4495	11.5
4579	0
4671	3.0
4761	4.0
4861	6.0
4957	0
5055	10.0
5150	16.0
5255	3.0
5357	0
5456	0
5567	7.0
5674	15.0
5773	0
5866	3.0
5980	15.0
6177	11.0
6279	12.0
6355	0
6459	12.0
6573	17.4
6677	0
6785	0
6971	9.4
7072	0
7165	4.0
7347	8.0
7445	2.0
7531	6.0
7636	13.0
7724	5.0
7820	8.0
7924	12.0
8030	11.0
8161	3.0
8253	2.4
8349	20.0
8453	3.0
8558	10.0
8653	4.4
8758	8.0
8961	10.5
9049	0
9148	9.0
9241	0
9374	9.0
9469	11.0
9553	7.0
9641	4.0
9745	14.4
9849	10.0
9991	19.0
10225	3.0
10318	11.0
10412	12.0
10606	7.0
10710	0
10800	2.0
10954	25.0
11192	13.0
11396	0.4
11492	3.0
11590	8.0
11701	10.0
11788	7.0
11890	4.0
11995	5.0
12100	12.0
12273	8.0
12372	7.0
12478	19.0
12622	8.0
12718	3.0
12797	0
12907	22.0
12992	0
13081	6.0
13261	15.0
13358	7.0
13466	5.0
13575	28.0
13676	12.0
13820	8.0
13917	8.0
14008	21.0
14110	17.5
14208	4.0
14309	4.9
14404	0
14611	4.0
14700	6.0
14806	13.0
14899	0
15002	18.0
15097	15.0
15197	3.0
15292	11.4
15387	4.0
15473	17.0
15577	18.0
15666	6.0
15742	3.0
15830	17.0
15936	17.0
16038	10.0
16140	15.0
16233	0
16337	9.0
16427	5.4
16526	16.0
16641	5.0
16733	18.4
16846	30.0
16956	21.9
17045	12.0
17151	4.0
17239	27.0
17351	10.4
17457	13.0
17560	16.0
17654	12.0
17753	9.5
17856	27.0
17981	31.0
18215	5.0
18324	20.0
18430	21.0
18512	2.5
18617	13.5
18729	31.0
18822	18.0
18922	12.5
19010	17.0
19120	20.4
19266	11.0
19357	4.5
19447	15.0
19530	17.0
19622	11.0
19762	11.0
19865	24.9
19972	3.0
20068	4.0
20164	10.0
20271	14.0
20379	19.0
20484	28.0
20588	32.0
20705	33.0
20799	19.0
20910	33.0
20995	9.0
21087	9.0
21190	16.0
21288	5.0
21381	12.0
21488	23.4
21584	10.0
21686	6.0
21792	21.0
21893	13.4
22051	24.0
22136	4.0
22217	15.0
22319	27.0
22417	17.0
22512	4.0
22715	25.5
22810	18.0
22934	22.0
23097	14.0
23185	13.0
23289	35.0
23405	37.0
23584	12.0
23687	31.0
23793	4.0
23931	0
24049	32.0
24156	18.0
24252	24.0
24351	19.0
24445	11.0
24553	22.4
24659	19.5
24766	14.0
24850	5.0
24954	25.5
25067	28.0
25162	14.0
25278	21.0
25374	21.0
25482	26.0
25566	10.0
25674	14.0
25776	20.0
25880	18.0
25973	0
26082	18.0
26188	15.0
26286	10.0
26393	13.0
26494	18.0
26688	11.0
26785	18.0
26878	15.0
26982	19.4
27089	15.0
27178	11.0
27314	4.0
27422	14.4
27513	3.0
27606	7.4
27700	20.4
27807	27.4
27901	9.0
28050	13.0
28159	28.0
28253	3.0
28357	11.0
28453	17.5
28562	32.0
28667	21.0
28760	12.4
28846	20.0
28951	28.0
29066	43.0
29169	18.0
29260	0
29360	14.4
29475	21.4
29575	11.0
29678	25.0
29782	10.0
29880	24.0
29979	13.0
30088	7.0
30238	7.5
30320	20.0
30465	31.0
30564	18.0
30668	19.0
30776	29.0
30875	15.5
30972	4.0
31073	29.5
31182	18.0
31279	7.0
31383	25.0
31578	3.0
31683	15.0
31792	15.0
31881	13.0
31982	12.0
32096	12.0
32184	4.4
32294	6.4
32383	21.4
32482	0
32584	8.0
32670	13.0
32753	12.0
32845	5.0
32937	5.4
33091	12.4
33193	17.0
33294	20.0
33397	8.0
33498	2.5
33592	18.0
33704	29.0
33793	4.0
33875	0
33974	13.0
34075	14.8
34184	24.0
34297	25.4
34396	28.0
34494	30.0
34616	18.0
34711	21.0
34834	20.0
34936	13.0
35025	10.0
35119	6.0
35226	10.0
35325	19.0
35414	28.0
35533	22.0
35637	2.4
35748	21.9
35849	13.0
35974	31.9
36079	32.4
36186	14.0
36302	26.0
36386	0
36502	32.5
36610	12.4
36703	27.0
36809	9.5
36897	10.0
36999	23.0
37103	18.0
37205	28.0
37314	29.0
37460	21.5
37560	23.0
37666	20.0
37767	19.4
37879	12.4
37989	16.0
38089	8.5
38194	25.0
38301	20.0
38392	11.0
38508	23.9
38616	11.4
38721	0
38861	9.0
39001	15.0
39115	25.0
39221	9.0
39345	19.4
39451	11.0
39554	24.5
39723	15.0
39820	10.0
39932	16.0
40041	18.0
40184	9.0
40265	11.5
40373	31.0
40486	23.4
40599	16.5
40756	17.0
40853	12.5
40951	14.5
41050	21.4
41152	32.0
41263	23.0
41362	13.0
41460	14.0
41563	23.0
41669	19.9
41780	18.0
41887	17.5
41982	22.0
42062	5.0
42137	25.0
42239	29.0
42355	30.0
42459	15.0
42559	8.0
42670	21.0
42784	21.0
42886	29.0
42991	17.5
43108	23.0
43219	22.0
43323	16.0
43428	24.0
43542	20.4
43638	14.0
43734	18.0
43854	22.5
43958	26.5
44044	0
44218	10.0
44332	41.0
44427	5.4
44530	30.0
44647	29.0
44764	36.4
44870	24.0
45076	16.0
45187	25.0
45300	18.0
45370	8.0
45481	20.0
45570	23.0
45656	15.0
45730	13.0
45842	31.4
45932	15.0
46037	17.0
46140	12.0
46245	31.0
46347	32.0
46457	24.0
46568	11.0
46678	15.0
46794	18.0
46894	5.0
46985	17.0
47090	28.0
47184	25.0
47305	30.0
47413	22.0
47524	4.0
47633	37.5
47745	12.0
47848	6.4
48020	9.0
48108	0
48219	15.0
48383	14.4
48476	0
48580	21.0
48688	18.0
48798	29.4
48905	23.0
48976	36.0
49084	33.4
49192	27.0
49299	25.0
49393	25.0
49504	23.0
49606	7.5
49693	16.5
49781	30.0
49883	10.0
50000	33.0
50104	25.0
50208	11.0
50313	15.0
50419	41.0
50506	4.0
50611	6.0
50712	13.4
50819	15.0
50927	16.0
50984	26.5
51103	25.4
51196	19.0
51300	39.0
51376	26.0
51475	25.0
51575	22.5
51676	19.9
51769	18.0
51851	5.0
51954	25.0
52061	10.0
52175	17.0
52263	30.5
52374	42.0
52474	14.0
52585	8.0
52703	25.0
52841	28.9
52942	44.0
53008	12.0
53108	11.0
53222	27.5
53327	7.0
53440	18.0
53550	23.9
53661	27.0
53764	17.0
53872	39.0
54068	16.0
54181	0
54280	4.0
54379	11.0
54490	23.9
54669	18.5
54777	19.5
54887	40.0
54998	5.0
55097	28.4
55202	27.0
55283	24.0
55395	21.0
55514	26.0
